sensor_type,date,recorded
ms_p3:sensor:, 2/5/2016 2:29:05 AM,0
ms_p3:sensor:, 2/5/2016 2:29:19 AM,255
ms_p3:sensor:, 2/5/2016 2:29:21 AM,0
ms_p3:sensor:, 2/5/2016 2:29:41 AM,255
ms_p3:sensor:, 2/5/2016 2:29:43 AM,0
ms_p3:sensor:, 2/5/2016 2:30:09 AM,255
ms_p3:sensor:, 2/5/2016 2:30:11 AM,0
ms_p3:sensor:, 2/5/2016 2:30:26 AM,255
ms_p3:sensor:, 2/5/2016 2:30:28 AM,0
ms_p3:sensor:, 2/5/2016 2:30:47 AM,255
ms_p3:sensor:, 2/5/2016 2:30:49 AM,0
ms_p3:sensor:, 2/5/2016 2:31:06 AM,255
ms_p3:sensor:, 2/5/2016 2:31:08 AM,0
ms_p3:sensor:, 2/5/2016 2:31:21 AM,255
ms_p3:sensor:, 2/5/2016 2:31:23 AM,0
ms_p3:sensor:, 2/5/2016 2:37:15 AM,255
ms_p3:sensor:, 2/5/2016 2:37:17 AM,0
ms_p3:sensor:, 2/5/2016 2:40:43 AM,255
ms_p3:sensor:, 2/5/2016 2:40:45 AM,0
ms_p3:sensor:, 2/5/2016 2:41:00 AM,255
ms_p3:sensor:, 2/5/2016 2:41:02 AM,0
ms_p3:sensor:, 2/5/2016 2:45:29 AM,255
ms_p3:sensor:, 2/5/2016 2:45:30 AM,0
ms_p3:sensor:, 2/5/2016 2:45:43 AM,255
ms_p3:sensor:, 2/5/2016 2:45:45 AM,0
ms_p3:sensor:, 2/5/2016 2:45:58 AM,255
ms_p3:sensor:, 2/5/2016 2:46:00 AM,0
ms_p3:sensor:, 2/5/2016 2:46:13 AM,255
ms_p3:sensor:, 2/5/2016 2:46:14 AM,0
ms_p3:sensor:, 2/5/2016 8:02:01 AM,255
ms_p3:sensor:, 2/5/2016 8:02:10 AM,0
ms_p3:sensor:, 2/5/2016 8:04:40 AM,255
ms_p3:sensor:, 2/5/2016 8:04:42 AM,0
ms_p3:sensor:, 2/5/2016 8:04:54 AM,255
ms_p3:sensor:, 2/5/2016 8:04:56 AM,0
ms_p3:sensor:, 2/5/2016 8:05:10 AM,255
ms_p3:sensor:, 2/5/2016 8:05:12 AM,0
ms_p3:sensor:, 2/5/2016 8:05:27 AM,255
ms_p3:sensor:, 2/5/2016 8:05:36 AM,0
ms_p3:sensor:, 2/5/2016 8:05:42 AM,255
ms_p3:sensor:, 2/5/2016 8:05:45 AM,0
ms_p3:sensor:, 2/5/2016 8:06:04 AM,255
ms_p3:sensor:, 2/5/2016 8:06:07 AM,0
ms_p3:sensor:, 2/5/2016 8:06:19 AM,255
ms_p3:sensor:, 2/5/2016 8:06:22 AM,0
ms_p3:sensor:, 2/5/2016 8:07:18 AM,255
ms_p3:sensor:, 2/5/2016 8:07:21 AM,0
ms_p3:sensor:, 2/5/2016 8:07:39 AM,255
ms_p3:sensor:, 2/5/2016 8:07:41 AM,0
ms_p3:sensor:, 2/5/2016 8:07:53 AM,255
ms_p3:sensor:, 2/5/2016 8:07:55 AM,0
ms_p3:sensor:, 2/5/2016 8:08:09 AM,255
ms_p3:sensor:, 2/5/2016 8:08:11 AM,0
ms_p3:sensor:, 2/5/2016 8:08:40 AM,255
ms_p3:sensor:, 2/5/2016 8:08:42 AM,0
ms_p3:sensor:, 2/5/2016 8:09:01 AM,255
ms_p3:sensor:, 2/5/2016 8:09:02 AM,0
ms_p3:sensor:, 2/5/2016 8:09:20 AM,255
ms_p3:sensor:, 2/5/2016 8:09:21 AM,0
ms_p3:sensor:, 2/5/2016 8:09:34 AM,255
ms_p3:sensor:, 2/5/2016 8:10:15 AM,0
ms_p3:sensor:, 2/5/2016 8:10:29 AM,255
ms_p3:sensor:, 2/5/2016 8:10:30 AM,0
ms_p3:sensor:, 2/5/2016 8:10:58 AM,255
ms_p3:sensor:, 2/5/2016 8:11:00 AM,0
ms_p3:sensor:, 2/5/2016 8:11:24 AM,255
ms_p3:sensor:, 2/5/2016 8:11:25 AM,0
ms_p3:sensor:, 2/5/2016 8:11:47 AM,255
ms_p3:sensor:, 2/5/2016 8:11:49 AM,0
ms_p3:sensor:, 2/5/2016 8:12:20 AM,255
ms_p3:sensor:, 2/5/2016 8:12:22 AM,0
ms_p3:sensor:, 2/5/2016 8:19:01 AM,255
ms_p3:sensor:, 2/5/2016 8:19:02 AM,0
ms_p3:sensor:, 2/5/2016 8:19:56 AM,255
ms_p3:sensor:, 2/5/2016 8:19:58 AM,0
ms_p3:sensor:, 2/5/2016 8:20:40 AM,255
ms_p3:sensor:, 2/5/2016 8:20:42 AM,0
ms_p3:sensor:, 2/5/2016 8:20:56 AM,255
ms_p3:sensor:, 2/5/2016 8:20:58 AM,0
ms_p3:sensor:, 2/5/2016 8:21:14 AM,255
ms_p3:sensor:, 2/5/2016 8:21:15 AM,0
ms_p3:sensor:, 2/5/2016 8:34:41 AM,255
ms_p3:sensor:, 2/5/2016 8:34:43 AM,0
ms_p3:sensor:, 2/5/2016 8:35:22 AM,255
ms_p3:sensor:, 2/5/2016 8:35:24 AM,0
ms_p3:sensor:, 2/5/2016 8:39:06 AM,255
ms_p3:sensor:, 2/5/2016 8:39:07 AM,0
ms_p3:sensor:, 2/5/2016 8:43:31 AM,255
ms_p3:sensor:, 2/5/2016 8:43:32 AM,0
ms_p3:sensor:, 2/5/2016 8:43:54 AM,255
ms_p3:sensor:, 2/5/2016 8:43:56 AM,0
ms_p3:sensor:, 2/5/2016 8:58:49 AM,255
ms_p3:sensor:, 2/5/2016 8:58:51 AM,0
ms_p3:sensor:, 2/5/2016 1:40:02 PM,255
ms_p3:sensor:, 2/5/2016 1:40:04 PM,0
ms_p3:sensor:, 2/5/2016 1:40:19 PM,255
ms_p3:sensor:, 2/5/2016 1:40:21 PM,0
ms_p3:sensor:, 2/5/2016 1:41:01 PM,255
ms_p3:sensor:, 2/5/2016 1:41:03 PM,0
ms_p3:sensor:, 2/5/2016 1:41:17 PM,255
ms_p3:sensor:, 2/5/2016 1:41:19 PM,0
ms_p3:sensor:, 2/5/2016 1:42:35 PM,255
ms_p3:sensor:, 2/5/2016 1:42:37 PM,0
ms_p3:sensor:, 2/5/2016 1:43:50 PM,255
ms_p3:sensor:, 2/5/2016 1:43:52 PM,0
ms_p3:sensor:, 2/5/2016 1:44:08 PM,255
ms_p3:sensor:, 2/5/2016 1:44:11 PM,0
ms_p3:sensor:, 2/5/2016 1:44:55 PM,255
ms_p3:sensor:, 2/5/2016 1:44:57 PM,0
ms_p3:sensor:, 2/5/2016 1:45:29 PM,255
ms_p3:sensor:, 2/5/2016 1:45:31 PM,0
ms_p3:sensor:, 2/5/2016 1:46:02 PM,255
ms_p3:sensor:, 2/5/2016 1:46:04 PM,0
ms_p3:sensor:, 2/5/2016 1:46:20 PM,255
ms_p3:sensor:, 2/5/2016 1:46:22 PM,0
ms_p3:sensor:, 2/5/2016 1:46:34 PM,255
ms_p3:sensor:, 2/5/2016 1:46:37 PM,0
ms_p3:sensor:, 2/5/2016 1:46:49 PM,255
ms_p3:sensor:, 2/5/2016 1:46:51 PM,0
ms_p3:sensor:, 2/5/2016 1:47:04 PM,255
ms_p3:sensor:, 2/5/2016 1:47:06 PM,0
ms_p3:sensor:, 2/5/2016 1:47:18 PM,255
ms_p3:sensor:, 2/5/2016 1:47:20 PM,0
ms_p3:sensor:, 2/5/2016 1:47:33 PM,255
ms_p3:sensor:, 2/5/2016 1:47:35 PM,0
ms_p3:sensor:, 2/5/2016 1:47:48 PM,255
ms_p3:sensor:, 2/5/2016 1:47:50 PM,0
ms_p3:sensor:, 2/5/2016 1:48:02 PM,255
ms_p3:sensor:, 2/5/2016 1:48:04 PM,0
ms_p3:sensor:, 2/5/2016 1:48:16 PM,255
ms_p3:sensor:, 2/5/2016 1:48:18 PM,0
ms_p3:sensor:, 2/5/2016 4:38:08 PM,255
ms_p3:sensor:, 2/5/2016 4:38:10 PM,0
ms_p3:sensor:, 2/5/2016 4:38:22 PM,255
ms_p3:sensor:, 2/5/2016 4:38:25 PM,0
ms_p3:sensor:, 2/5/2016 4:38:36 PM,255
ms_p3:sensor:, 2/5/2016 4:38:38 PM,0
ms_p3:sensor:, 2/5/2016 4:38:52 PM,255
ms_p3:sensor:, 2/5/2016 4:38:54 PM,0
ms_p3:sensor:, 2/5/2016 4:40:00 PM,255
ms_p3:sensor:, 2/5/2016 4:40:03 PM,0
ms_p3:sensor:, 2/5/2016 4:42:14 PM,255
ms_p3:sensor:, 2/5/2016 4:42:17 PM,0
ms_p3:sensor:, 2/10/2016 10:23:30 AM,255
ms_p3:sensor:, 2/10/2016 10:23:32 AM,0
ms_p3:sensor:, 2/10/2016 10:23:44 AM,255
ms_p3:sensor:, 2/10/2016 10:23:46 AM,0
ms_p3:sensor:, 2/10/2016 11:09:59 AM,255
ms_p3:sensor:, 2/10/2016 11:10:01 AM,0
ms_p3:sensor:, 2/10/2016 11:10:14 AM,255
ms_p3:sensor:, 2/10/2016 11:10:16 AM,0
ms_p3:sensor:, 2/10/2016 11:13:02 AM,255
ms_p3:sensor:, 2/10/2016 11:13:04 AM,0
ms_p3:sensor:, 2/10/2016 2:38:21 PM,255
ms_p3:sensor:, 2/10/2016 2:38:23 PM,0
ms_p3:sensor:, 2/10/2016 2:49:06 PM,255
ms_p3:sensor:, 2/10/2016 2:49:07 PM,0
ms_p3:sensor:, 2/10/2016 2:52:04 PM,255
ms_p3:sensor:, 2/10/2016 2:52:06 PM,0
ms_p3:sensor:, 2/10/2016 3:46:02 PM,255
ms_p3:sensor:, 2/10/2016 3:46:04 PM,0
ms_p3:sensor:, 2/10/2016 3:59:46 PM,255
ms_p3:sensor:, 2/10/2016 3:59:48 PM,0
ms_p3:sensor:, 2/10/2016 4:00:01 PM,255
ms_p3:sensor:, 2/10/2016 4:00:03 PM,0
ms_p3:sensor:, 2/10/2016 4:01:19 PM,255
ms_p3:sensor:, 2/10/2016 4:01:20 PM,0
ms_p3:sensor:, 2/10/2016 4:01:42 PM,255
ms_p3:sensor:, 2/10/2016 4:01:44 PM,0
ms_p3:sensor:, 2/10/2016 6:51:38 PM,255
ms_p3:sensor:, 2/10/2016 6:51:40 PM,0
ms_p3:sensor:, 2/10/2016 6:54:41 PM,255
ms_p3:sensor:, 2/10/2016 6:54:43 PM,0
ms_p3:sensor:, 2/10/2016 6:55:24 PM,255
ms_p3:sensor:, 2/10/2016 6:55:26 PM,0
ms_p3:sensor:, 2/10/2016 7:00:03 PM,255
ms_p3:sensor:, 2/10/2016 7:00:05 PM,0
ms_p3:sensor:, 2/10/2016 7:05:37 PM,255
ms_p3:sensor:, 2/10/2016 7:05:40 PM,0
ms_p3:sensor:, 2/10/2016 7:44:35 PM,255
ms_p3:sensor:, 2/10/2016 7:44:38 PM,0
ms_p3:sensor:, 2/10/2016 8:20:52 PM,255
ms_p3:sensor:, 2/10/2016 8:20:54 PM,0
ms_p3:sensor:, 2/10/2016 8:56:50 PM,255
ms_p3:sensor:, 2/10/2016 8:56:52 PM,0
ms_p3:sensor:, 2/10/2016 8:57:13 PM,255
ms_p3:sensor:, 2/10/2016 8:57:16 PM,0
ms_p3:sensor:, 2/10/2016 9:41:22 PM,255
ms_p3:sensor:, 2/10/2016 9:41:24 PM,0
ms_p3:sensor:, 2/10/2016 9:41:44 PM,255
ms_p3:sensor:, 2/10/2016 9:41:46 PM,0
ms_p3:sensor:, 2/11/2016 12:16:48 AM,255
ms_p3:sensor:, 2/11/2016 12:16:50 AM,0
ms_p3:sensor:, 2/11/2016 6:42:50 AM,255
ms_p3:sensor:, 2/11/2016 6:42:52 AM,0
ms_p3:sensor:, 2/11/2016 6:43:18 AM,255
ms_p3:sensor:, 2/11/2016 6:43:20 AM,0
ms_p3:sensor:, 2/11/2016 6:44:00 AM,255
ms_p3:sensor:, 2/11/2016 6:44:02 AM,0
ms_p3:sensor:, 2/11/2016 6:45:46 AM,255
ms_p3:sensor:, 2/11/2016 6:45:48 AM,0
ms_p3:sensor:, 2/11/2016 6:47:16 AM,255
ms_p3:sensor:, 2/11/2016 6:47:18 AM,0
ms_p3:sensor:, 2/11/2016 6:47:31 AM,255
ms_p3:sensor:, 2/11/2016 6:47:33 AM,0
ms_p3:sensor:, 2/11/2016 6:47:45 AM,255
ms_p3:sensor:, 2/11/2016 6:47:47 AM,0
ms_p3:sensor:, 2/11/2016 6:48:00 AM,255
ms_p3:sensor:, 2/11/2016 6:48:02 AM,0
ms_p3:sensor:, 2/11/2016 6:48:30 AM,255
ms_p3:sensor:, 2/11/2016 6:48:32 AM,0
ms_p3:sensor:, 2/11/2016 7:43:23 AM,255
ms_p3:sensor:, 2/11/2016 7:43:25 AM,0
ms_p3:sensor:, 2/11/2016 7:45:20 AM,255
ms_p3:sensor:, 2/11/2016 7:45:22 AM,0
ms_p3:sensor:, 2/11/2016 7:45:37 AM,255
ms_p3:sensor:, 2/11/2016 7:45:39 AM,0
ms_p3:sensor:, 2/11/2016 7:46:24 AM,255
ms_p3:sensor:, 2/11/2016 7:46:26 AM,0
ms_p3:sensor:, 2/11/2016 7:46:39 AM,255
ms_p3:sensor:, 2/11/2016 7:46:41 AM,0
ms_p3:sensor:, 2/11/2016 8:20:37 AM,255
ms_p3:sensor:, 2/11/2016 8:20:39 AM,0
ms_p3:sensor:, 2/11/2016 8:25:15 AM,255
ms_p3:sensor:, 2/11/2016 8:25:17 AM,0
ms_p3:sensor:, 2/11/2016 8:25:30 AM,255
ms_p3:sensor:, 2/11/2016 8:25:32 AM,0
ms_p3:sensor:, 2/11/2016 8:30:16 AM,255
ms_p3:sensor:, 2/11/2016 8:30:18 AM,0
ms_p3:sensor:, 2/11/2016 8:30:45 AM,255
ms_p3:sensor:, 2/11/2016 8:30:47 AM,0
ms_p3:sensor:, 2/11/2016 8:34:42 AM,255
ms_p3:sensor:, 2/11/2016 8:34:44 AM,0
ms_p3:sensor:, 2/11/2016 8:34:57 AM,255
ms_p3:sensor:, 2/11/2016 8:34:59 AM,0
ms_p3:sensor:, 2/11/2016 8:35:12 AM,255
ms_p3:sensor:, 2/11/2016 8:35:14 AM,0
ms_p3:sensor:, 2/11/2016 8:36:59 AM,255
ms_p3:sensor:, 2/11/2016 8:37:01 AM,0
ms_p3:sensor:, 2/11/2016 8:38:51 AM,255
ms_p3:sensor:, 2/11/2016 8:38:53 AM,0
ms_p3:sensor:, 2/13/2016 11:28:03 AM,255
ms_p3:sensor:, 2/13/2016 11:28:05 AM,0
ms_p3:sensor:, 2/13/2016 12:15:34 PM,255
ms_p3:sensor:, 2/13/2016 12:15:36 PM,0
ms_p3:sensor:, 2/13/2016 12:18:50 PM,255
ms_p3:sensor:, 2/13/2016 12:18:52 PM,0
ms_p3:sensor:, 2/13/2016 12:50:28 PM,255
ms_p3:sensor:, 2/13/2016 12:50:30 PM,0
ms_p3:sensor:, 2/13/2016 2:14:50 PM,255
ms_p3:sensor:, 2/13/2016 2:14:52 PM,0
ms_p3:sensor:, 2/13/2016 2:15:29 PM,255
ms_p3:sensor:, 2/13/2016 2:15:31 PM,0
ms_p3:sensor:, 2/13/2016 2:17:28 PM,255
ms_p3:sensor:, 2/13/2016 2:17:31 PM,0
ms_p3:sensor:, 2/13/2016 2:17:43 PM,255
ms_p3:sensor:, 2/13/2016 2:17:46 PM,0
ms_p3:sensor:, 2/13/2016 2:26:21 PM,255
ms_p3:sensor:, 2/13/2016 2:26:24 PM,0
ms_p3:sensor:, 2/13/2016 2:34:12 PM,255
ms_p3:sensor:, 2/13/2016 2:34:14 PM,0
ms_p3:sensor:, 2/13/2016 2:49:40 PM,255
ms_p3:sensor:, 2/13/2016 2:49:43 PM,0
ms_p3:sensor:, 2/13/2016 2:49:55 PM,255
ms_p3:sensor:, 2/13/2016 2:49:57 PM,0
ms_p3:sensor:, 2/13/2016 2:50:10 PM,255
ms_p3:sensor:, 2/13/2016 2:50:12 PM,0
ms_p3:sensor:, 2/13/2016 2:50:42 PM,255
ms_p3:sensor:, 2/13/2016 2:50:45 PM,0
ms_p3:sensor:, 2/13/2016 2:51:52 PM,255
ms_p3:sensor:, 2/13/2016 2:51:54 PM,0
ms_p3:sensor:, 2/13/2016 2:52:31 PM,255
ms_p3:sensor:, 2/13/2016 2:52:34 PM,0
ms_p3:sensor:, 2/13/2016 3:25:08 PM,255
ms_p3:sensor:, 2/13/2016 3:25:10 PM,0
ms_p3:sensor:, 2/13/2016 6:45:58 PM,255
ms_p3:sensor:, 2/13/2016 6:46:00 PM,0
ms_p3:sensor:, 2/13/2016 6:46:21 PM,255
ms_p3:sensor:, 2/13/2016 6:46:23 PM,0
ms_p3:sensor:, 2/13/2016 7:12:38 PM,255
ms_p3:sensor:, 2/13/2016 7:12:40 PM,0
ms_p3:sensor:, 2/13/2016 7:13:12 PM,255
ms_p3:sensor:, 2/13/2016 7:13:14 PM,0
ms_p3:sensor:, 2/13/2016 7:17:33 PM,255
ms_p3:sensor:, 2/13/2016 7:17:35 PM,0
ms_p3:sensor:, 2/13/2016 9:01:21 PM,255
ms_p3:sensor:, 2/13/2016 9:01:23 PM,0
ms_p3:sensor:, 2/13/2016 9:42:20 PM,255
ms_p3:sensor:, 2/13/2016 9:42:22 PM,0
ms_p3:sensor:, 2/13/2016 9:47:15 PM,255
ms_p3:sensor:, 2/13/2016 9:47:19 PM,0
ms_p3:sensor:, 2/13/2016 9:47:31 PM,255
ms_p3:sensor:, 2/13/2016 9:47:33 PM,0
ms_p3:sensor:, 2/14/2016 4:35:46 AM,255
ms_p3:sensor:, 2/14/2016 4:35:47 AM,0
ms_p3:sensor:, 2/14/2016 7:16:17 AM,255
ms_p3:sensor:, 2/14/2016 7:16:20 AM,0
ms_p3:sensor:, 2/14/2016 7:23:58 AM,255
ms_p3:sensor:, 2/14/2016 7:24:00 AM,0
ms_p3:sensor:, 2/14/2016 7:25:58 AM,255
ms_p3:sensor:, 2/14/2016 7:26:01 AM,0
ms_p3:sensor:, 2/14/2016 7:26:14 AM,255
ms_p3:sensor:, 2/14/2016 7:26:17 AM,0
ms_p3:sensor:, 2/14/2016 7:26:52 AM,255
ms_p3:sensor:, 2/14/2016 7:26:54 AM,0
ms_p3:sensor:, 2/14/2016 7:27:08 AM,255
ms_p3:sensor:, 2/14/2016 7:27:10 AM,0
ms_p3:sensor:, 2/14/2016 7:27:23 AM,255
ms_p3:sensor:, 2/14/2016 7:27:27 AM,0
ms_p3:sensor:, 2/14/2016 7:27:40 AM,255
ms_p3:sensor:, 2/14/2016 7:27:42 AM,0
ms_p3:sensor:, 2/14/2016 7:28:20 AM,255
ms_p3:sensor:, 2/14/2016 7:28:22 AM,0
ms_p3:sensor:, 2/14/2016 7:28:40 AM,255
ms_p3:sensor:, 2/14/2016 7:28:43 AM,0
ms_p3:sensor:, 2/14/2016 7:28:55 AM,255
ms_p3:sensor:, 2/14/2016 7:28:57 AM,0
ms_p3:sensor:, 2/14/2016 7:30:25 AM,255
ms_p3:sensor:, 2/14/2016 7:30:27 AM,0
ms_p3:sensor:, 2/14/2016 7:30:39 AM,255
ms_p3:sensor:, 2/14/2016 7:30:42 AM,0
ms_p3:sensor:, 2/14/2016 8:57:30 AM,255
ms_p3:sensor:, 2/14/2016 8:57:32 AM,0
ms_p3:sensor:, 2/14/2016 9:01:27 AM,255
ms_p3:sensor:, 2/14/2016 9:01:32 AM,0
ms_p3:sensor:, 2/14/2016 9:01:44 AM,255
ms_p3:sensor:, 2/14/2016 9:01:47 AM,0
ms_p3:sensor:, 2/14/2016 9:05:58 AM,255
ms_p3:sensor:, 2/14/2016 9:06:00 AM,0
ms_p3:sensor:, 2/14/2016 9:06:13 AM,255
ms_p3:sensor:, 2/14/2016 9:06:15 AM,0
ms_p3:sensor:, 2/14/2016 9:06:47 AM,255
ms_p3:sensor:, 2/14/2016 9:06:47 AM,0
ms_p3:sensor:, 2/14/2016 9:07:30 AM,255
ms_p3:sensor:, 2/14/2016 9:07:32 AM,0
ms_p3:sensor:, 2/14/2016 9:07:44 AM,255
ms_p3:sensor:, 2/14/2016 9:07:47 AM,0
ms_p3:sensor:, 2/14/2016 9:08:00 AM,255
ms_p3:sensor:, 2/14/2016 9:08:03 AM,0
ms_p3:sensor:, 2/14/2016 9:08:18 AM,255
ms_p3:sensor:, 2/14/2016 9:08:21 AM,0
ms_p3:sensor:, 2/14/2016 9:10:20 AM,255
ms_p3:sensor:, 2/14/2016 9:10:22 AM,0
ms_p3:sensor:, 2/14/2016 9:13:14 AM,255
ms_p3:sensor:, 2/14/2016 9:13:16 AM,0
ms_p3:sensor:, 2/14/2016 9:13:29 AM,255
ms_p3:sensor:, 2/14/2016 9:13:31 AM,0
ms_p3:sensor:, 2/14/2016 9:39:50 AM,255
ms_p3:sensor:, 2/14/2016 9:39:50 AM,0
ms_p3:sensor:, 2/14/2016 9:42:11 AM,255
ms_p3:sensor:, 2/14/2016 9:42:14 AM,0
ms_p3:sensor:, 2/14/2016 9:42:27 AM,255
ms_p3:sensor:, 2/14/2016 9:42:30 AM,0
ms_p3:sensor:, 2/14/2016 9:42:43 AM,255
ms_p3:sensor:, 2/14/2016 9:42:45 AM,0
ms_p3:sensor:, 2/14/2016 9:43:00 AM,255
ms_p3:sensor:, 2/14/2016 9:43:03 AM,0
