sensor_type,date,recorded
multisensor:sensormultilevel::batterylevel:, 2/4/2016 10:30:05 PM,58
multisensor:sensormultilevel::batterylevel:, 2/4/2016 10:54:04 PM,57
multisensor:sensormultilevel::batterylevel:, 2/4/2016 10:58:04 PM,58
multisensor:sensormultilevel::batterylevel:, 2/4/2016 11:30:04 PM,59
multisensor:sensormultilevel::batterylevel:, 2/4/2016 11:34:04 PM,58
multisensor:sensormultilevel::batterylevel:, 2/4/2016 11:50:04 PM,56
multisensor:sensormultilevel::batterylevel:, 2/4/2016 11:54:04 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 12:06:04 AM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 12:10:04 AM,57
multisensor:sensormultilevel::batterylevel:, 2/5/2016 12:14:04 AM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 12:22:04 AM,56
multisensor:sensormultilevel::batterylevel:, 2/5/2016 12:26:04 AM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 12:30:04 AM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 12:34:04 AM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:14:04 AM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:18:04 AM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:22:04 AM,57
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:26:04 AM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:42:04 AM,57
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:46:04 AM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:58:04 AM,57
multisensor:sensormultilevel::batterylevel:, 2/5/2016 2:02:04 AM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 2:30:04 AM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 2:34:04 AM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:22:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:26:06 PM,56
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:30:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:38:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:46:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 1:50:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 2:22:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 2:26:06 PM,56
multisensor:sensormultilevel::batterylevel:, 2/5/2016 2:30:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 2:42:06 PM,56
multisensor:sensormultilevel::batterylevel:, 2/5/2016 2:46:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 2:54:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 3:02:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 3:22:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 3:30:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 3:34:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 4:02:06 PM,57
multisensor:sensormultilevel::batterylevel:, 2/5/2016 4:06:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 4:10:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 4:18:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 4:22:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 4:26:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 4:34:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 5:02:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 5:06:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 5:26:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 5:30:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 5:38:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 5:42:06 PM,56
multisensor:sensormultilevel::batterylevel:, 2/5/2016 5:46:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 6:06:06 PM,56
multisensor:sensormultilevel::batterylevel:, 2/5/2016 6:10:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 6:26:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 6:34:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 6:38:06 PM,56
multisensor:sensormultilevel::batterylevel:, 2/5/2016 6:42:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 6:46:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 6:54:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 6:58:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 7:18:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 7:22:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 7:26:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 7:30:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 7:38:06 PM,57
multisensor:sensormultilevel::batterylevel:, 2/5/2016 7:42:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 7:46:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 8:02:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 8:06:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 8:18:06 PM,56
multisensor:sensormultilevel::batterylevel:, 2/5/2016 8:22:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 8:26:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 8:34:06 PM,56
multisensor:sensormultilevel::batterylevel:, 2/5/2016 8:38:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 8:42:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 8:46:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 8:54:06 PM,57
multisensor:sensormultilevel::batterylevel:, 2/5/2016 9:02:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 9:10:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 9:14:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 9:22:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 9:26:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 9:30:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 9:34:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 9:46:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 9:50:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 10:10:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 10:14:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 10:26:06 PM,57
multisensor:sensormultilevel::batterylevel:, 2/5/2016 10:30:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 10:34:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 10:46:06 PM,56
multisensor:sensormultilevel::batterylevel:, 2/5/2016 10:50:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 11:02:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 11:06:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 11:14:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 11:18:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 11:22:06 PM,56
multisensor:sensormultilevel::batterylevel:, 2/5/2016 11:26:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 11:38:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 11:46:06 PM,58
multisensor:sensormultilevel::batterylevel:, 2/5/2016 11:54:06 PM,59
multisensor:sensormultilevel::batterylevel:, 2/5/2016 11:58:06 PM,57
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:02:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:14:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:26:06 AM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:30:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:34:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:38:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:42:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:46:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:50:06 AM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:54:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:58:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:02:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:06:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:10:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:18:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:22:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:34:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:38:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:42:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:46:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:50:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:54:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:06:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:14:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:18:06 AM,57
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:22:06 AM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:30:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:38:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:42:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:46:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:54:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:58:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:02:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:06:06 AM,57
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:10:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:30:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:38:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:42:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:58:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:02:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:10:06 AM,57
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:14:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:22:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:26:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:42:06 AM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:46:06 AM,57
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:50:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:54:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:58:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 5:06:06 AM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 5:14:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 5:18:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 5:26:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 5:46:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 5:50:06 AM,57
multisensor:sensormultilevel::batterylevel:, 2/6/2016 5:54:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 5:58:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 6:06:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 6:22:06 AM,57
multisensor:sensormultilevel::batterylevel:, 2/6/2016 6:26:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 6:30:06 AM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 6:34:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 6:38:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 6:46:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 6:54:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 6:58:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 7:18:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 7:26:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 7:58:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 8:02:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 8:06:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 8:10:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 8:14:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 8:22:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 8:26:06 AM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 8:30:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 8:38:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 8:42:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 8:50:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 8:54:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 9:02:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 9:10:06 AM,60
multisensor:sensormultilevel::batterylevel:, 2/6/2016 9:14:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 9:18:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 9:38:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 9:42:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 9:46:06 AM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 9:50:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 9:54:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 9:58:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 10:06:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 10:10:06 AM,57
multisensor:sensormultilevel::batterylevel:, 2/6/2016 10:14:06 AM,60
multisensor:sensormultilevel::batterylevel:, 2/6/2016 10:18:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 10:22:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 10:26:06 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 10:30:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 10:34:06 AM,57
multisensor:sensormultilevel::batterylevel:, 2/6/2016 10:38:06 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 10:54:07 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 10:58:07 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 11:10:07 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 11:14:07 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 11:22:07 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 11:34:07 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 11:42:07 AM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 11:46:07 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 11:50:07 AM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 11:54:07 AM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:02:07 PM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:06:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:10:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:18:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:22:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:26:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:30:07 PM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 12:38:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:02:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:06:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:26:07 PM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:34:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:38:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:42:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:46:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:54:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 1:58:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:02:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:10:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:22:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:26:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:30:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:34:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 2:58:07 PM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:02:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:10:07 PM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:14:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:18:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:22:07 PM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:26:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:34:07 PM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:38:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:42:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 3:50:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:02:07 PM,56
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:06:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:26:07 PM,59
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:34:07 PM,58
multisensor:sensormultilevel::batterylevel:, 2/6/2016 4:46:07 PM,59
